,CrashSeverity,NumberOfUnits,UnitInError,CrashDateTime,Latitude,Longitude,LocationRouteType,LocationRouteNumber,LocationPrefix,LocationRoadName,LocationRoadType,MannerOfCollision,Weather,LightCondition,Narrative,CrashReportedDateTime,DispatchedDateTime,ArrivedDateTime,RoadCondition,TotalInjured,TotalKilled,AnimalRelated,AlcoholRelated,SpeedRelated,TeenRelated
236,Property Damage Only,2,1,9/25/2020 13:59,40.057065,-82.405026,,,West,MAIN,Street,Angle,Cloudy,Daylight,09/29/2020; 1359 hours; Unit#01 was traveling west on W Main St and started to change lanes from the right to the left lane (in order to park in center street parking) and stopped.  Unit#02 was traveling west on West Main Street; in the left westbound lane and struck Unit#01.  Unit#01 failed to yield right of way to Unit#02.,9/25/2020 13:59,9/25/2020 14:03,9/25/2020 14:08,Dry,0,0,False,False,False,False
237,Property Damage Only,2,1,9/24/2020 8:29,40.058095,-82.446586,,,West,Church,Street,Angle,Cloudy,Daylight,09/24/2020; 0829 hours; Unit#02 was traveling eastbound in the center multi-turn lane near 1175 West Church Street. Unit#01 was traveling eastbound on West Church Street and started to enter the center turn lane and struck Unit#02.  Unit#01 failed to yield right of way/unsafe lane change to Unit#02.,9/24/2020 8:29,9/24/2020 8:34,9/24/2020 8:49,Dry,0,0,False,False,False,False
238,Property Damage Only,2,1,9/29/2020 12:08,40.08404,-82.42671,,,North,21st,Street,Angle,Cloudy,Daylight,Unit #2 was w/b on Log Pond Dr turning s/b onto N 21st St when Unit #1 failed to stop for his red traffic signal and struck Unit #2 in the drivers side of her vehicle. Unit #1 admitted fault.  Unit #1 is at fault.,9/29/2020 12:08,9/29/2020 12:08,9/29/2020 12:13,Dry,0,0,False,False,False,True
239,Property Damage Only,3,99,9/29/2020 16:20,40.069862,-82.410657,State Route,13,,,,Rear-end,Clear,Daylight,On listed date and time all units were traveling south bound on STR 13 approaching Moull Street. During this time a school bus  pulled out onto STR 13 from Moull Street traveling south bound. During this time it made all units to come to a fast/safe and immediate hult causing unit 2 to stike unit 1 and unit 3 to strike unit 2. At this time I believe the units involved to be at fault due to unknow vehicle pulling out in front of unit 1.,9/29/2020 16:20,9/29/2020 16:23,9/29/2020 16:39,Dry,0,0,False,False,False,True
240,Minor Injury Suspected,2,2,9/30/2020 18:51,40.05357,-82.418481,,,West,Main,Street,Rear-end,Cloudy,Dawn/Dusk,Unit 1 was heading westbound on West Main St and stopped at a red light in the southbound turn lane onto Union St. Unit 2 was heading westbound on West Main St as well. Unit 2 drove into the rear of Unit 1 causing an accident and occupants to be transported to the hospital. When asked what happened the driver of Unit 2 stated that she was chasing down a vehicle that was speeding and she then hit the back of Unit 1. Driver of Unit 2 claimed to be a volunteer deputy and she was going to arrest the driver of the speeding vehicle. Driver of Unit 2 admitted to running red lights and crossing over marked lanes to accomplish the task of finding the speeding vehicle. Driver of Unit 2 was issued citations for ACDA/ Marked Lanes/ and reckless operation. Both vehicles were towed from the scene. Driver of Unit 2 was also submitted for a Driver License Exam. ,9/30/2020 18:51,9/30/2020 18:55,9/30/2020 19:10,Dry,0,0,False,False,True,False
241,Property Damage Only,2,1,9/29/2020 9:20,40.056297,-82.405704,,,South,5th,Street,Sideswipe; same direction,Clear,Daylight,On 09/29/2020 Unit 02 was parked on S. 5th St. on the east side of 101 W. Main St. Unit 02 was unoccupied when Unit 01 attempted to make an east bound turn into an Alley way to make a delivery. Unit 01's trailer side swiped Unit 02 on the driver side of the vehicle. No injuries occurred and unit 01 suffered no damages while Unit 02 suffered minor damage to the door panel and side view mirror. ,9/29/2020 9:20,9/29/2020 9:20,9/29/2020 9:25,Dry,0,0,False,False,False,False
242,Injury Possible,2,1,9/30/2020 10:38,40.06692,-82.40703,,,,Hudson,Avenue,Sideswipe; same direction,Cloudy,Daylight,Unti #2 was s/b IFO 315 Hudson Ave when Unit #1; who was parked IFO 315 Hudson Ave failed to yield when entering the roadway and pulled out into the s/b lane of traffic and was struck by Unit #2.  Unit #1 admitted fault.  Unit #1 is at fault. ,9/30/2020 10:38,9/30/2020 10:38,9/30/2020 10:43,Dry,0,0,False,False,False,False
243,Property Damage Only,2,1,9/30/2020 11:49,40.058199,-82.446089,,,West,Church ,Street,Angle,Cloudy,Daylight,09/30/20; 1149 hours; Unit#01 was leaving a private lot; located at 1175 West Church Street;  to travel east on West Church Street.  Unit#02 was traveling east on West Church Street.  Unit#01 struck Unit#02.  Unit#01 failed to yield right of way; from private property;  to Unit#02.,9/30/2020 11:49,9/30/2020 11:50,9/30/2020 11:55,Dry,0,0,False,False,False,False
244,Property Damage Only,2,99,9/29/2020 15:23,40.0477,-82.3956,State Route,13,,,,Sideswipe; same direction,Clear,Daylight,On listed date and time Unit #2 was in a stationary position on the edge of S 2nd St facing South bound with his emergency flashers on trying to park. Unit #1 attempted to pull in front of Unit #2 and park when Unit #1 stated that Unit #2 began to creep forward with his flashers on. Unit #1 and Unit #2 made contact at Unit #1 passenger side and Unit #2 drivers side front quarter panel. No one was injured in the accident and minimal damage was added to both vehicles.,9/29/2020 15:23,9/29/2020 15:25,9/29/2020 15:42,Dry,0,0,False,False,False,False
245,Property Damage Only,2,1,9/22/2020 12:05,40.08635,-82.41830999999999,,,,WATERWORKS,Road,Rear-end,Cloudy,Daylight,Unit #2 was  a red traffic signal when the driver of Unit #1 failed to stop and caused a crash.  Unit #1 admitted fault.  Unit #1 is at fault.,9/22/2020 12:05,9/22/2020 12:08,9/22/2020 12:09,Dry,0,0,False,False,False,True
246,Property Damage Only,2,1,10/1/2020 11:19,40.058025,-82.429952,,,North,21ST,Street,Rear-end,Clear,Daylight,10/01/2020; 1119 hours; the owner of Unit#02 reported traveling south on N 21st Street and stopping at the traffic light at the W Church Street intersection.  This owner reported that Unit#01 struck his trailer in the rear and then left the scene of the traffic crash.  This owner took a digital image of the vehicle which left the scene.  The operator of Unit#01 was described as a white male.  Damage to Unit#02 is consistent with being struck by another vehicle.  (damaged trailer identified as a 2017 Carr Trailer SYP4789),10/1/2020 11:19,10/1/2020 11:20,10/1/2020 11:28,Dry,0,0,False,False,False,False
247,Property Damage Only,2,2,10/2/2020 15:12,40.058602,-82.404926,,,North,4,Street,Angle,Clear,Daylight,Unit 1 was traveling eastbound on W Church St through the intersection at N 4 St on a green light. Unit 2 was traveling northbound on N 4 St through the intersection at W Church St. Unit 2 ran the red light and Unit 1 struck the driver's side of Unit 2.,10/2/2020 15:13,10/2/2020 15:13,10/2/2020 15:14,Dry,0,0,False,False,False,False
248,Property Damage Only,2,2,10/2/2020 10:39,40.081662,-82.429009,,,,BAKER ,Boulevard,Angle,Cloudy,Daylight,Unit#1 was traveling west on Baker Blvd at Logpond Dr. Unit#2 was traveling on Logpond Dr. and was attempting to travel north after stopping at the stop sign on Logpond Dr. at Baker Blvd.  Unit#2 failed to yield to Unit#1 and struck the driver side door to Unit#1. Unit#2 was cited for failure to yield. ,10/2/2020 10:39,10/2/2020 11:17,10/2/2020 11:25,Dry,0,0,False,False,False,False
249,Property Damage Only,2,1,10/2/2020 16:41,40.060340000000004,-82.38616999999999,,,,TUSCARWARUS,Street,Backing,Clear,Daylight,Unit#2 was legally stopped in traffic.  Unit#1 was attempting to pull into the alleyway but was unable to.  Unit#1 stated he looked behind him and then proceeded to back up striking Unit#2 while Unit#2 was in the roadway stopped for traffic.  Unit#1 stated he did not see Unit#2 but agreed she had been stopped in the roadway and he backed into her.  Unit#1 was cited.,10/2/2020 16:41,10/2/2020 16:41,10/2/2020 17:03,Dry,0,0,False,False,False,False
250,Property Damage Only,2,2,10/4/2020 18:55,40.083884000000005,-82.428771,,,,LOG POND,Road,Angle,Rain,Dawn/Dusk,Unit 1 was southbound at the intersection; stopped; and then proceeded to make initate a left hand turn. Unit 1 advised that she had observed the other vehicle traveling towards the intersection from the opposite direction; and that Unit 2 was not near the intersection. Unit 2 was  northbound on Log Pond Drive approaching the intersection as Unit 1 making the turn. Unit 2 clearly failed to stop at the stop sign; traveling at least the speed limit of 25 mph. Unit 2 did strike Unit 1 at the right rear passenger door and wheel; with the right front portion of Unit 2. Contact did cause significant disabling damage to both units; and activating the airbags on each vehicle. Contact caused Unit 1 to rotate approximately 180 degrees and coming to final rest on the opposite half of the roadway. Unit 2 also began an approximately 180 degree rotation as the units were separating. In this rotation; Unit 2 struck the curb on the northeast side of the intersection. This contact occurred at the left rear wheel; and caused an explosive loss of air; as Unit 2 traveled over the curb and came to final rest in the grass. Each of the drivers decline medical treatment on scene; and each of the units sustained disabling damage; requiring each to be towed from the scene.,10/4/2020 18:59,10/4/2020 19:00,10/4/2020 19:13,Wet,0,0,False,False,False,False
251,Property Damage Only,2,1,10/5/2020 15:41,40.0699,-82.4106,State Route,13,,,,Rear-end,Clear,Daylight,On the stated date and time Unit #2 had made a southbound turn onto SR13 from Moull Street and was stopped in traffic due to the red light on SR13 and W Sheilds Street. unit #1 was traveling southbound on SR 13 and rear ended Unit #2. Unit #1 advised me that Unit #2 failed to yeild causing the accident. Unit #1 is at fault for the accident and was cited for ACDA. ,10/5/2020 15:41,10/5/2020 15:42,10/5/2020 15:47,Dry,0,0,False,False,False,False
252,Property Damage Only,2,1,10/5/2020 12:34,40.04892,-82.441689,,,West,Main,Street,Rear-end,Cloudy,Daylight,On the above date and time; Unit #1 and Unit #2 were travelling WB on W. Main St. Both units were in the left turn lane to go SB on S. 30th St. Unit #2 stopped due to the light turning red. Unit #1 continued and struck the back of Unit #2. Unit #2 was cited for ACDA speed. There was no injuries reported.,10/5/2020 12:34,10/5/2020 12:34,10/5/2020 12:36,Dry,0,0,False,False,False,False
253,Property Damage Only,2,2,10/5/2020 18:00,40.063363,-82.42954,,,North,21st ,Street,Sideswipe; same direction,Clear,Daylight,On 10-5-2020 at approximately 1800 hours Unit 1 and Unit 2 were sitting at the traffic light from 16 EB at 21st Street exit. When the light turned green both Units turned right to travel north bound on 21st Street. While making the right turn Unit 2 came across the marked lanes and side swipped Unit 1. The contact was made with the driver side mirror of Unit 2 down the passenger side of Unit 1. Unit 2 realized it happened and pulled off 21st Street onto Granville Road to get out of traffic. Unit 2 was cited for a marked lane violation and driving without a license;,10/5/2020 18:00,10/5/2020 18:01,10/5/2020 18:02,Dry,0,0,False,False,False,False
254,Property Damage Only,2,1,10/6/2020 15:17,40.074754,-82.447096,,,,Sharon Valley ,Road,Angle,Clear,Daylight,Unit 1 stated he was driving eastbound on Sharron Valley Rd and stopped at the intersection at King Rd.  Unit 1 then attempted to turn northbound on King Rd but turned infront of Unit 2.  This caused Unit 2 to strike Unit 1 on the rear passenger side.  Unit 2 had the right of way.  Unit 1 claimed that Unit 2 was speeding but it was explained to Unit 1 that they are responsible for making sure the intersection is safe and clear before making a turn.  ,10/6/2020 15:17,10/6/2020 15:20,10/6/2020 15:23,Dry,0,0,False,False,False,False
255,Serious Injury Suspected,3,3,10/7/2020 8:17,40.078919,-82.428085,,,,Pierson,Drive,Rear-end,Clear,Daylight,On 10-07-2020; Unit’s 1 and 2 were westbound stopped at the traffic light at Pierson Dr and 21st when Unit 3 who was traveling westbound and failed to slow/stop due to a possible medical issue striking Unit 2 and causing Unit 2 to strike Unit 1. Unit 1 had little to no damage and Unit 2 and 3 had disabling damage. Unit 1 was able to drive their vehicle and had no injuries. The drivers of Unit 2 and Unit 3 were both transported to LMH by Newark EMS. Unit 2 was towed back to their residence by Jae’s towing. Unit 3 driver was then transported to a Columbus hospital by helicopter. Unit 3 was cited for ACDA; Unit 3 citation along with his wallet was placed in his bag of personal belongings at LMH before he was transported by helicopter.,10/7/2020 8:17,10/7/2020 8:19,10/7/2020 8:21,Dry,0,0,False,False,False,False
256,Property Damage Only,3,3,10/8/2020 15:05,40.073025,-82.412912,,,,21st,Street,Rear-end,Clear,Daylight,On the above date and time Unit 1;2; and 3 were traveling southbound on Mount Vernon Rd when Unit 1 and 2 started to slow for another vehicle and Unit 3 failed to stop rear ended Unit 2 causing Unit 2 to rear end Unit 1. Unit 1 and 2 had minor damage. Unit 3 was towed by Tri County back to the driver’s residence. Unit 3 was going to have a family member take her to LMH to get check out due to her being 3 months pregnant. Unit 3 was cited for ACDA.  ,10/8/2020 15:05,10/8/2020 15:05,10/8/2020 15:08,Dry,0,0,False,False,False,True
257,Property Damage Only,2,2,10/8/2020 14:21,40.073855,-82.428617,,,,21st,Street,Sideswipe; opposite direction,Clear,Daylight,On the above date and time Unit 1 was traveling southbound on N. 21st when Unit 2 who was traveling North went left of center side swiping Unit 1 vehicle. Unit 2 caused functional damage to Unit 1 vehicle and Unit 2 had little to no damage. There were no injuries and Unit 2 was cited for left of center. ,10/8/2020 14:21,10/8/2020 14:21,10/8/2020 14:29,Dry,0,0,False,False,False,False
259,Property Damage Only,2,1,10/9/2020 10:39,40.059624,-82.390074,,,East,MAIN ,Street,Angle,Clear,Daylight,Unit 1 was travelling eastbound on E. Main St. behind Unit 2. Unit 2 having a trailer; attempted to turn soutbound onto S. Arch St. by swinging wide left. Unit 1 attemtpted to pass Unit 2 to the right resulting in Unit 1 striking Unit 2. No injuries were reported at the time of incident. Unit 1 was issued a citation for following too closely. ,10/9/2020 10:43,10/9/2020 10:44,10/9/2020 10:45,Dry,0,0,False,False,False,False
260,Serious Injury Suspected,2,2,10/9/2020 11:14,40.075417,-82.428487,,,,21st,Street,Angle,Clear,Daylight,On the above date and time Unit 1 was traveling southbound on N 21st St when Unit 2 who was pulling out of a parking lot failed to yield to oncoming traffic striking Unit 2. Both Units had disabling damage and were towed. Unit 1 had a passenger that was trapped in the vehicle due to the impact. Unit 1 passenger was transported to LMH by Newark EMS. Unit 2 was cited for failure to yield to on coming traffic when turning left. ,10/9/2020 11:19,10/9/2020 11:19,10/9/2020 11:20,Dry,0,0,False,False,True,False
261,Serious Injury Suspected,1,1,10/8/2020 23:44,40.066996,-82.37821,,,,Garfield ,Avenue,Not Collision Between Two Vehicles in Transport,Clear,Dark - Lighted Roadway,Unit 01 was turning out of his driveway when he lost control of the motorcycle. Unit 01 was life flighted to Columbus. Unit 01 suffered minor damage and was towed for not having a motorcycle endorsement/fictitious license plate. Witness refused to write a statement after advising she told Unit 01 to not leave the residence.,10/8/2020 23:44,10/8/2020 23:46,10/8/2020 23:50,Dry,0,0,False,False,False,False
262,Property Damage Only,3,3,10/9/2020 14:52,40.071616,-82.411912,State Route,13,,,,Rear-end,Clear,Daylight,On the above date and time Unit 1;2 and 3 were traveling southbound on state route 13 when Units 1 and 2 started to slow for traffic; Unit 3 failed to stop striking Unit2 causing Unit 2 to rear end Unit 1. Unit 1 had little damage; Unit 2 had minor damage and Unit 3 had disabling damage. Units 1 and 2 were able to drive their vehicles. Unit 3 was towed by Jae’s towing. There were no injuries and Unit 3 was cited for ACDA. ,10/9/2020 14:52,10/9/2020 14:52,10/9/2020 15:04,Dry,0,0,False,False,False,False
263,Property Damage Only,2,1,10/9/2020 15:04,40.069846999999996,-82.410606,State Route,13,,,,Rear-end,Clear,Daylight,Unit 1 was traveling Southbound on SR 13 near the Moull St intersection. Unit 1 failed to come to a complete stop before impacting the center rear of Unit 2 who was also traveling Southbound on SR 13 and was stopped in traffic.  Unit 1 was found at fault of the car crash and issued a citation for ACDA. ,10/9/2020 15:04,10/9/2020 15:04,10/9/2020 15:18,Dry,0,0,False,False,False,False
264,Serious Injury Suspected,2,1,10/9/2020 8:50,40.053012,-82.404137,,,South,5,Street,Angle,Clear,Daylight,Unit #2 was northbound on S 5th St. Unit #1 failed to obey the stop sign on W Harrison St. by not yielding to unit #2 which caused a crash.  Unit #1 was treated by medics and then flown to a hospital via helicopter.,10/9/2020 8:50,10/9/2020 8:50,10/9/2020 8:56,Dry,0,0,False,False,False,False
265,Injury Possible,1,1,10/11/2020 18:10,40.043025,-82.403126,,,,Prospect,Street,Not Collision Between Two Vehicles in Transport,Rain,Daylight,On 10-11-2020 at approximately 1810 hours. Unit 1 was traveling south bound on W National Drive. Unit 1 then turned west bound onto Prospect Street. Unit 1 driver then had a unknown type of medical conditon and passed out. Unit 1 then went off right side of roadway striking a utility pole causing damage to vehicle and utility pole. Unit 1 was cited for Failure to Control.,10/11/2020 18:10,10/11/2020 18:12,10/11/2020 18:17,Wet,0,0,False,False,False,False
266,Property Damage Only,2,1,10/11/2020 16:16,40.09879,-82.4236,State Route,13,,,,Rear-end,Cloudy,Daylight,On the stated date and time Unit #1 and Unit #2 were both traveling northbound on SR 13 near N 21st Street. Unit #1 was behind Unit #2 and failed to slow down for slower moving traffic from the light change. Unit #1 rear ended Unit #2. Unit #1 is at fault for the accident and was cited for ACDA. ,10/11/2020 16:16,10/11/2020 16:17,10/11/2020 16:25,Dry,0,0,False,False,False,False
267,Property Damage Only,2,1,10/10/2020 23:05,40.052664,-82.431709,,,North,22ND,Street,Sideswipe; same direction,Clear,Dark - Lighted Roadway,On October 10th; at approximately 2305 hours Unit 1 was traveling northbound on N. 22nd St. as it was approaching the residence at 58 N. 22nd St.; Unit 1 sideswiped Unit 2 on the left rear quarter panel casing damage to the paint and knocking off the hub cap.Unit 2 fled the scene and proceeded northbound on N. 22nd St.,10/10/2020 23:05,10/10/2020 23:15,10/10/2020 23:17,Dry,0,0,False,False,False,False
268,Property Damage Only,2,1,10/10/2020 15:55,40.05229,-82.40165999999999,,,,Holliday,Street,Angle,Clear,Daylight,UNIT #1 WAS TRAVELING NORTHBOUND THROUGH AN ALLEY. UNIT #2 WAS TRAVELING WESTBOUND ON HOLLIDAY ST. UNIT #1 ATTEMPTED TO HEAD NROTHBOUND THROUGH THE ALLEY; CROSSING HOLLIDAY ST. UNIT #1 THEN STRUCK UNIT #2. UNIT #1 IS AT FAULT FOR FAILING TO YIELD.,10/10/2020 15:55,10/10/2020 16:00,10/10/2020 16:01,Dry,0,0,False,False,False,True
269,Property Damage Only,2,2,10/11/2020 19:51,40.062603,-82.42960500000001,State Route,16,,,,Sideswipe; same direction,Clear,Dark - Lighted Roadway,On 10-11-2020 at approximately 1950 hours Unit 1 and Unit 2 were traveling west bound on STR 16 passing the Country Club Exit. Unit 2 was in the left lane and Unit 1 was in the right lane. Unit 2 then signaled to move from the right lane to the left lane striking Unit 1 that was beside him; that he did not see. Unit 2 was cited for Failure to Yield. Both cars were able to drive away from the scene.,10/11/2020 19:52,10/11/2020 20:22,10/11/2020 20:47,Dry,0,0,False,False,False,False
270,Property Damage Only,1,1,9/28/2020 12:10,40.063424,-82.367651,State Route,16,,,,Not Collision Between Two Vehicles in Transport,Cloudy,Daylight,On date and time listed; Unit 1 was traveling W-B on SR 16According to Driver of Unit 1; he coughed and then drove into gaurd rail at which time unit 1 was disabled. This seems to be a single car accident with no injuries. First vehicle to stop to assist Unit 1 driver was an on duty fireman; operating NFD Prevention 1 truck. Unit 1 driver's sister showed up as well at scene. This sister advised that driver of Unit 1 is Gary Bealle. She further advised that Mr. Beall was very recently diagnosed as being diabetic and is adjusting to ins and outs of regulating his blood sugar level. Evidently His sugar was high and his blood pressure was low. I noticed that there was vomit on driver side floor under steering wheel. Mr. Beall's breathing was labored and I overheard medic tell him that his blood pressure was 80 over 40. Medics encouraged him to go to Hospital but Mr. Beall refused. Please refer to Mr. Beall OH-3 statement for details. No skid marks present at scene. Obvious that driver of Unit#1 lost control of unit; but it is possible it was medically related. ,9/29/2020 14:12,9/29/2020 14:13,9/29/2020 14:24,Dry,0,0,False,False,False,False
272,Property Damage Only,2,1,10/12/2020 8:42,40.10007,-82.42416999999999,,,,Mt Vernon,Road,Rear-end,Cloudy,Daylight,Unit #2 was n/b on IFO 1623 Mt Vernon Rd when Unit #1 failed to stop in slowing traffic and rear ended Unit #2 causing a crash.  Unit #1 is at fault.,10/12/2020 8:42,10/12/2020 8:46,10/12/2020 9:04,Dry,0,0,False,False,False,False
273,Property Damage Only,2,1,10/12/2020 1:22,40.0606,-82.38905799999999,State Route,16,,,,Rear-end,Clear,Dark - Lighted Roadway,On 10/12/2020 while officers were on SR 16 EB @ N Cedar St exit ramp with a crashed vehicle; a second crash between Unit 01 and Unit 02 occurred. Unit 02 slowed to a stop at listed location when Unit 01 struck Unit 02 in the rear while traveling EB. Driver's of Unit 01 and Unit 02 reported no injury at time of crash. Property damage only; Unit 01 was towed by Wally's Towing back to their lot upon Driver's request. Driver of Unit 01 was released on a citation and notification of court date.,10/12/2020 1:22,10/12/2020 1:22,10/12/2020 1:22,Dry,0,0,False,False,False,False
274,Property Damage Only,2,2,10/12/2020 17:10,40.063999,-82.385809,,,North,Cedar,Street,Rear-end,Clear,Daylight,On listed date and time Unit 1 and Unit two were traveling north bound on N Cedar Street passing Indiana Street. The lised driver of Unit 1 and Unit 2 stated that there were two people in the roadway. Unit 1 stopped quickly and Unit 2 struck Unit 1 in the rear. No injuries to report. Bothe vehicles had minor damage;,10/12/2020 17:10,10/12/2020 17:20,10/12/2020 17:24,Dry,0,0,False,False,False,True
275,Injury Possible,2,1,10/12/2020 17:44,40.078697,-82.42813000000001,,,North,21ST,Street,Rear-end,Cloudy,Daylight,UNIT 1 WAS BEHIND UNIT 2  HEADING NORTHBOUND ON N. 21ST ST AND WERE STOPPED AT THE LIGHT AT PIERSON DR.  THE LIGHT TURNED GREEN AND WHILE WAITING FOR TRAFFIC TO MOVE; UNIT 1 WAS DISTRACTED BY HIS PASSENGER AND LOOKED TO THE BACK SEAT; AS HE REMOVED HIS FOOT FROM THE BRAKE. UNIT 1 THEN COLLIDED WITH THE REAR END OF UNIT 2. UNIT 2 HAD NO REAL VISIBLE DAMAGE BUT A SMALL SCRATCH. UNIT 1 HAD NO VISIBLE DAMAGE AT ALL. THE BACK SEAT Passenger IN UNIT 2 COMPLAINED OF BACK PAIN AND WAS TRANSPORTED TO LICKING MEMORIAL HOSPITAL BY THE NEWARK FIRE DEPARTMENT AMBULANCE. UNIT 1 WAS CITED FOR ACDA. ,10/12/2020 17:44,10/12/2020 17:45,10/12/2020 17:49,Dry,0,0,False,False,False,False
276,Property Damage Only,2,1,10/13/2020 14:45,40.08825,-82.41946,State Route,13,,,,Rear-end,Clear,Daylight,Unit 1 and Unit 2 both s-b on SR 13; north of Deo Drive intersection. Unit 2 stopped in traffic backed up from the Intersection. Unit 1 failed to keep assured clear distance ahead when it struck Unit 2 by rear-ending it. Unit 1 inoperable. Unit 2 was able to drive away from scene. Photos taken of each unit. OH-3 's were obtained from each driver. Unit 1 driver issued a citation. ,10/13/2020 14:45,10/13/2020 14:45,10/13/2020 14:53,Dry,0,0,False,False,False,True
277,Property Damage Only,2,1,10/13/2020 15:02,40.082781,-82.42784499999999,,,,21st ,Street,Rear-end,Clear,Daylight,Unit 1 stated she was driving south on N 21st St.  Unit 1 stated that she was looking at the the adjacent lane so that she could merge.  While doing so Unit 1 admitted to not paying attention to the lane she was in.  This resulted in Unit 1 rear ending Unit 2 due to stopped traffic.  Unit 1 admitted fault.  ,10/13/2020 15:02,10/13/2020 15:04,10/13/2020 15:11,Dry,0,0,False,False,False,True
278,Property Damage Only,2,2,9/20/2020 12:00,40.06738,-82.383037,,,,GARFIELD,Avenue,Not Collision Between Two Vehicles in Transport,Clear,Daylight,Unit 1 was westbound on Garfield Avenue; and was approaching the intersection of Essex Street; where the driver intended to make a left turn. As Unit 1 slowed; and was about to make the turn; the driver suddenly stopped on the roadway; as he observed Unit 2 quickly approaching; where he had not been observed prior. Unit 2 observed Unit 1 start to make a left turn and stop; and pulled the steering wheel to the right; and aggressively applied braking. This braking action; clearly left approximately 42 of skid markings on the roadway; and rendered the driver unable to make any other steering action. Unit 2 did then leave the right edge of the roarway at the southeast corner of the intersection. Unit 2 did then skid into a fire hydrant; coming to final rest. Contact did move the hydrant approximately 12-15 inches off center; but did not break the joint of the hydrant. Water pressure could be heard inside the hydrant; indicating the internal valve likely had broken. No contact occurred between Units 1 and 2. When discussing the braking with driver of Unit 2; he acknowledged that his speed was greater than 35 mph. This indication of spped expplained why Unit 1 had not observed Unit 2.  ,9/20/2020 12:04,9/20/2020 12:15,9/20/2020 12:27,Dry,0,0,False,False,True,True
279,Property Damage Only,3,1,10/14/2020 16:52,40.052634000000005,-82.424235,,,West,Main,Street,Other/Unknown,Clear,Daylight,On the listed date and time; I was dispatched to a non-injury accident at the listed location. Upon arrival; I spoke with the driver of unit #2 and the owner of unit #3. Unit #2 stated she was traveling eastbound on W. Main St. and had slow down for traffic in front of her. Unit #1 (Hit Skip vehicle) was following unit #2. Unit #1 struck the rear end of unit #2 causing disabling damage to the vehicle. Unit #1 then struck the front driver's side of unit #3 that was parked on the south side of the roadway on W. Main St. in front of the residence of 565 W. Main St. The driver of unit #1 fled the scene before my arrival and failed to exchange information. Speedy's towing arrived on scene for unit #2. Respectfully submitted; Officer Brandon M. Shepherd #3267,10/14/2020 16:52,10/14/2020 16:56,10/14/2020 16:58,Dry,0,0,False,False,False,True
280,Minor Injury Suspected,2,1,10/14/2020 19:56,40.062124,-82.40658,State Route,16,,,,Not Collision Between Two Vehicles in Transport,Clear,Dark - Lighted Roadway,UNIT 1 WAS TRAVELING SOUTH BOUND ON HIS BICYCLE IN THE NORTH BOUND LANES OF SR 13; APPROACHING THE INTERSECTION OF THE ON RAMP FOR 16 WEST BOUND. UNIT 2 WAS ON THE ON RAMP TO SR 16 WESTBOUND APPROACHING SR 13. UNIT 2 HAD THE GREEN LIGHT AND PROCEEDED THROUGH THE INTERSECTION. UNIT 1 CONTINUED IN THE WRONG LANE OF TRAVEL (SOUTH BOUND IN THE NORTH BOUND LANE) AND FAILING TO STOP FOR THE RED LIGHT. UNIT 2 COLLIDED WITH UNIT 1; KNOCKING HIM OFF OF HIS BICYCLE. UNIT 1 WAS TRANSPORTED TO LICKING MEMORIAL HOSPITAL BY NEWARK FIRE; AFTER SUSTAINING MINOR INJURIES. UNIT 1 WAS CITED FOR RIDING LEFT OF CENTER; FAILING TO OBEY TRAFFIC SIGNAL; NO ILLUMINATING LIGHTS (NO HEADLIGHT OR REAR REFLECTOR) AND FOR BEING A JUVENILE TRAFFIC OFFENDER. ,10/14/2020 19:56,10/14/2020 19:57,10/14/2020 19:58,Dry,0,0,False,False,False,True
281,Minor Injury Suspected,3,3,10/14/2020 16:13,40.057775,-82.43157,,,West,CHURCH ,Street,Rear-end,Cloudy,Daylight,Unit#1; Unit#2 and Unit#3 were traveling east on W. Church St near N. 21st St. Unit#1 and Unit#2 stopped for the traffic control light; when Unit#3 struck the rear by Unit#2; pushing Unit#2 into Unit#1. Unit#3 was cited for acda. ,10/14/2020 16:13,10/14/2020 16:16,10/14/2020 16:20,Dry,0,0,False,False,False,False
283,Injury Possible,3,3,10/15/2020 13:19,40.049276,-82.440128,,,,W.Main,Street,Rear-end,Cloudy,Daylight,On the above date and time Units 1;2 and 3 were traveling westbound on W. Main St when Unit 3 failed to slow/stop with traffic striking Unit 2 causing Unit 2 to rear end Unit1. Unit 1 had little to no damage; Unit 2 had functional damage. Unit 3 was impounded due to having fictitious tags. Unit 3 was cited for ACDA. There were no injuries on scene; Unit 2 driver and passengers went to LMH to get checked out.  ,10/15/2020 13:19,10/15/2020 13:19,10/15/2020 13:20,Dry,0,0,False,False,False,False
284,Property Damage Only,2,2,10/15/2020 11:41,40.0428,-82.465815,,,,CHERRY VALLEY ,Road,Rear-end,Cloudy,Daylight,Unit#1 and Unit#2 were traveling east on Cherry Valley Rd. Unit#1 stopped at the traffic control light on Cherry Valley Rd at W. Main St. and was struck in the rear by Unit#2. Unit#2 was cited for acda. ,10/15/2020 11:41,10/15/2020 12:00,10/15/2020 12:10,Dry,0,0,False,False,False,False
